Company,TypeName,Ram,Weight,TouchScreen,IPS,PPI,HDD,SSD,Price
Lenovo,Notebook,4,2.2,0,0,141.2119981,1000,0,24935.04
HP,Notebook,2,1.44,0,0,111.9352036,0,0,13266.72
MSI,Gaming,8,2.2,0,1,141.2119981,1000,0,44701.92
HP,Notebook,8,1.96,0,0,141.2119981,0,256,36177.12
HP,Notebook,16,2.1,0,0,141.2119981,0,512,61751.52
Asus,Notebook,4,2.2,0,0,100.4546699,500,0,19660.32
Lenovo,Notebook,4,2.1,0,0,100.4546699,500,0,21205.44
Lenovo,Notebook,8,2.2,0,0,141.2119981,1000,0,37775.52
Asus,Notebook,4,2.0,0,0,157.3505121,0,256,40972.32
Lenovo,Notebook,4,2.32,0,0,141.2119981,0,0,43956.0
Lenovo,Gaming,16,3.31,0,1,141.2119981,0,512,69530.4
MSI,Gaming,16,1.91,0,0,141.2119981,1000,128,114731.5536
HP,Notebook,4,2.07,0,0,100.4546699,500,0,34632.0
Lenovo,2 in 1 Convertible,8,1.36,1,1,209.8006829,0,256,87219.36
Lenovo,Ultrabook,6,1.54,0,0,141.2119981,0,256,44275.68
Dell,Notebook,8,1.98,0,0,141.2119981,0,256,47686.1328
Acer,Notebook,4,2.1,0,0,100.4546699,500,0,17742.24
HP,Notebook,6,2.18,0,1,141.2119981,1000,0,42570.72
Asus,Gaming,8,2.591,0,1,141.2119981,1000,256,48431.52
Dell,2 in 1 Convertible,16,2.09,1,0,141.2119981,0,512,62817.12
Acer,Notebook,4,2.23,0,0,141.2119981,0,256,36816.48
Dell,Ultrabook,8,1.23,1,0,276.0535301,0,256,58554.72
Acer,Gaming,16,4.2,0,1,127.3356746,1000,256,138474.72
Lenovo,Gaming,8,2.4,0,1,141.2119981,1000,0,43636.32
HP,Notebook,4,1.86,0,0,100.4546699,500,0,25840.8
Apple,Ultrabook,8,0.92,0,1,226.4155472,0,0,61964.64
Dell,2 in 1 Convertible,8,1.6,1,1,165.6321181,0,256,63882.72
HP,Notebook,12,2.21,0,1,141.2119981,1000,128,70702.56
Lenovo,Notebook,4,1.9,0,0,100.4546699,1000,0,19607.04
Asus,Gaming,16,4.3,0,1,127.3356746,1000,512,114552.0
Acer,Notebook,4,2.1,0,0,100.4546699,1000,0,14492.16
MSI,Gaming,16,2.43,0,0,127.3356746,1000,256,109165.392
Dell,Notebook,4,2.3,0,0,100.4546699,0,128,26586.72
Lenovo,Notebook,8,2.2,0,0,100.4546699,500,0,33513.12
Dell,2 in 1 Convertible,16,2.0,1,0,141.2119981,0,512,68464.8
Dell,Ultrabook,16,1.2,1,0,276.0535301,0,512,142790.4
Asus,Gaming,8,2.2,0,0,141.2119981,1000,0,62284.32
Dell,Notebook,8,2.36,0,0,141.2119981,0,256,47365.92
HP,Notebook,8,1.91,0,0,100.4546699,0,256,30849.12
Lenovo,Notebook,4,2.2,0,0,100.4546699,500,0,15930.72
Acer,Notebook,8,3.3,0,0,106.1130621,1000,0,33513.12
Asus,Gaming,16,2.2,0,0,141.2119981,1000,256,130482.72
Apple,Ultrabook,8,0.92,0,1,226.4155472,0,0,68145.12
Asus,Notebook,16,2.2,0,0,141.2119981,1000,128,93186.72
MSI,Gaming,16,2.43,0,1,127.3356746,1000,256,103842.1872
Dell,2 in 1 Convertible,8,2.191,1,1,141.2119981,0,256,53226.72
Asus,Gaming,16,2.9,0,0,127.3356746,1000,256,103842.72
Acer,Netbook,2,1.3,0,0,135.0942112,0,32,9270.72
Acer,Notebook,4,3.3,0,0,106.1130621,1000,0,31861.44
Lenovo,Notebook,8,2.8,0,0,106.1130621,1000,0,28717.92
Lenovo,Gaming,8,2.6,0,1,141.2119981,1000,128,67772.16
Acer,2 in 1 Convertible,8,1.2,1,1,157.3505121,0,256,61218.72
Lenovo,Notebook,8,2.3,0,1,141.2119981,0,256,81465.12
MSI,Gaming,8,2.2,0,0,141.2119981,1000,128,78647.1408
HP,Notebook,6,2.1,0,0,141.2119981,1000,0,28185.12
Dell,Ultrabook,8,1.26,1,0,176.2325736,0,256,91288.3536
Dell,2 in 1 Convertible,4,2.08,1,0,146.860478,500,0,27119.52
Asus,Notebook,4,2.65,0,0,100.4546699,1000,0,16463.52
Dell,Ultrabook,8,1.29,1,0,276.0535301,0,256,78694.56
Dell,Notebook,4,2.18,0,0,100.4546699,1000,0,27804.7008
Lenovo,Gaming,16,2.6,1,1,141.2119981,1000,128,54825.12
MSI,Gaming,8,2.2,0,0,141.2119981,1000,128,61218.72
Lenovo,Netbook,16,1.3,1,1,176.2325736,0,512,87912.0
Razer,Gaming,16,1.95,0,0,157.3505121,0,1000,186426.72
Dell,Notebook,8,2.3,1,0,100.4546699,1000,0,24988.8528
MSI,Gaming,16,2.7,0,0,127.3356746,1000,256,85141.44
Apple,Ultrabook,4,1.08,0,0,135.0942112,0,0,51095.52
HP,Notebook,4,2.1,0,0,141.2119981,1000,0,25467.84
HP,Ultrabook,8,1.54,0,0,209.8006829,0,256,117119.5632
Dell,Notebook,4,2.24,0,0,100.4546699,500,0,39267.36
MSI,Gaming,8,2.3,0,0,141.2119981,1000,128,62284.32
Lenovo,Notebook,16,1.4,0,1,165.6321181,0,512,79866.72
Lenovo,Notebook,6,2.2,0,0,141.2119981,0,256,31838.5296
Asus,Ultrabook,8,1.45,0,0,165.6321181,0,256,68198.4
Acer,Notebook,4,2.4,0,0,100.4546699,500,0,19276.704
Dell,2 in 1 Convertible,16,2.77,1,0,127.3356746,0,512,95850.72
HP,Notebook,4,1.54,0,0,157.3505121,0,256,58607.4672
Asus,Gaming,16,2.5,0,1,141.2119981,1000,256,85248.0
Dell,Notebook,4,1.6,0,0,111.9352036,500,0,46620.0
Asus,Gaming,16,2.34,0,1,141.2119981,1000,256,123876.0
Lenovo,Notebook,8,2.3,0,1,141.2119981,0,256,30529.44
Dell,2 in 1 Convertible,8,1.24,1,0,276.0535301,0,256,96596.64
Dell,Notebook,4,2.2,0,0,100.4546699,500,0,17262.72
HP,Notebook,4,1.86,0,0,100.4546699,500,0,21258.72
Lenovo,Notebook,6,2.4,0,0,141.2119981,0,128,30316.32
Lenovo,Notebook,8,1.9,0,1,157.3505121,0,256,57116.16
Dell,Notebook,4,2.2,0,0,100.4546699,500,0,23655.7872
Asus,Notebook,4,2.0,0,0,100.4546699,1000,0,18061.92
Asus,Gaming,16,4.0,0,1,127.3356746,1000,128,101232.0
Dell,Notebook,4,2.29,0,0,100.4546699,500,0,26107.2
Lenovo,Notebook,8,2.32,0,0,141.2119981,0,0,47685.6
MSI,Gaming,8,2.4,0,0,141.2119981,1000,128,65481.12
Lenovo,2 in 1 Convertible,4,1.8,1,0,157.3505121,0,128,44382.7728
Asus,Ultrabook,8,1.2,0,1,165.6321181,0,512,38841.12
Dell,Notebook,6,2.3,0,0,100.4546699,1000,0,24455.52
Acer,Notebook,4,2.4,0,0,100.4546699,500,0,15397.92
Dell,Notebook,2,2.2,0,0,100.4546699,500,0,20193.12
Lenovo,Notebook,8,2.6,0,1,141.2119981,1000,0,47898.72
HP,Notebook,6,2.04,0,0,141.2119981,0,0,29303.4672
Dell,Notebook,8,2.3,0,0,100.4546699,1000,0,42943.1472
HP,Netbook,2,1.17,0,0,135.0942112,0,0,11135.52
Asus,Notebook,4,2.2,0,0,100.4546699,500,0,38378.6496
Lenovo,2 in 1 Convertible,4,1.8,1,1,157.3505121,0,128,33992.64
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.0535301,0,512,79866.72
Lenovo,Notebook,2,1.5,0,0,111.9352036,0,0,12201.12
HP,Notebook,6,2.19,0,0,100.4546699,1000,0,40705.92
Asus,Notebook,4,2.2,0,0,100.4546699,500,0,19660.32
Asus,Ultrabook,8,1.2,0,1,165.6321181,0,512,38841.12
Dell,Notebook,6,2.3,0,0,100.4546699,1000,0,24455.52
Acer,Notebook,4,2.4,0,0,100.4546699,500,0,15397.92
Dell,Notebook,2,2.2,0,0,100.4546699,500,0,20193.12
Lenovo,Notebook,8,2.6,0,1,141.2119981,1000,0,47898.72
HP,Notebook,6,2.04,0,0,141.2119981,0,0,29303.4672
Dell,Notebook,8,2.3,0,0,100.4546699,1000,0,42943.1472
HP,Netbook,2,1.17,0,0,135.0942112,0,0,11135.52
Asus,Notebook,4,2.2,0,0,100.4546699,500,0,38378.6496
Lenovo,2 in 1 Convertible,4,1.8,1,1,157.3505121,0,128,33992.64
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.0535301,0,512,79866.72
Lenovo,Notebook,2,1.5,0,0,111.9352036,0,0,12201.12
HP,Notebook,6,2.19,0,0,100.4546699,1000,0,40705.92
Asus,Notebook,4,2.2,0,0,100.4546699,500,0,19660.32
Asus,Ultrabook,8,1.2,0,1,165.6321181,0,512,38841.12
Dell,Notebook,6,2.3,0,0,100.4546699,1000,0,24455.52
Acer,Notebook,4,2.4,0,0,100.4546699,500,0,15397.92
Dell,Notebook,2,2.2,0,0,100.4546699,500,0,20193.12
Lenovo,Notebook,8,2.6,0,1,141.2119981,1000,0,47898.72
HP,Notebook,6,2.04,0,0,141.2119981,0,0,29303.4672
Dell,Notebook,8,2.3,0,0,100.4546699,1000,0,42943.1472
HP,Netbook,2,1.17,0,0,135.0942112,0,0,11135.52
Asus,Notebook,4,2.2,0,0,100.4546699,500,0,38378.6496
Lenovo,2 in 1 Convertible,4,1.8,1,1,157.3505121,0,128,33992.64
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.0535301,0,512,79866.72
Lenovo,Notebook,2,1.5,0,0,111.9352036,0,0,12201.12
HP,Notebook,6,2.19,0,0,100.4546699,1000,0,40705.92
Asus,Notebook,4,2.2,0,0,100.4546699,500,0,19660.32
